t	V
102.500000	-39.326279
102.600000	-39.640123
102.700000	-39.873557
102.800000	-40.036924
102.900000	-40.139211
103.000000	-40.188228
103.100000	-40.190758
103.200000	-40.152699
103.300000	-40.079177
103.400000	-39.974659
103.500000	-39.843035
103.600000	-39.687702
103.700000	-39.511628
103.800000	-39.317413
103.900000	-39.107334
104.000000	-38.883392
104.100000	-38.647347
104.200000	-38.400751
104.300000	-38.144974
104.400000	-37.881227
104.500000	-37.610582
104.600000	-37.333992
104.700000	-37.052304
104.800000	-36.766271
104.900000	-36.476568
105.000000	-36.183794
105.100000	-35.888488
105.200000	-35.591131
105.300000	-35.292156
105.400000	-34.991952
105.500000	-34.690868
105.600000	-34.389220
105.700000	-34.087290
105.800000	-33.785335
105.900000	-33.483587
106.000000	-33.182252
106.100000	-32.881521
106.200000	-32.581563
106.300000	-32.282531
106.400000	-31.984564
106.500000	-31.687786
106.600000	-31.392310
106.700000	-31.098237
106.800000	-30.805657
106.900000	-30.514651
107.000000	-30.225291
107.100000	-29.937640
107.200000	-29.651755
107.300000	-29.367685
107.400000	-29.085472
107.500000	-28.805153
107.600000	-28.526758
107.700000	-28.250315
107.800000	-27.975842
107.900000	-27.703355
108.000000	-27.432867
108.100000	-27.164384
108.200000	-26.897910
108.300000	-26.633444
108.400000	-26.370982
108.500000	-26.110516
108.600000	-25.852035
108.700000	-25.595524
108.800000	-25.340968
108.900000	-25.088344
109.000000	-24.837629
109.100000	-24.588798
109.200000	-24.341820
109.300000	-24.096663
109.400000	-23.853292
109.500000	-23.611667
109.600000	-23.371749
109.700000	-23.133492
109.800000	-22.896848
109.900000	-22.661765
110.000000	-22.428190
110.100000	-22.196063
110.200000	-21.965322
110.300000	-21.735900
110.400000	-21.507725
110.500000	-21.280722
110.600000	-21.054808
110.700000	-20.829897
110.800000	-20.605894
110.900000	-20.382699
111.000000	-20.160203
111.100000	-19.938290
111.200000	-19.716832
111.300000	-19.495694
111.400000	-19.274727
111.500000	-19.053768
111.600000	-18.832640
111.700000	-18.611152
111.800000	-18.389089
111.900000	-18.166218
